# AFGL atmospheric constituent profile. U.S. standard atmosphere 1976. ( AFGL-TR-86-0110)       
#     z(km)      p(mb)        T(K)    air(cm-3)    o3(cm-3)     o2(cm-3)    h2o(cm-3)    co2(cm-3)     no2(cm-3)
      1.000  1013.00000     288.200 2.545818E+19 6.777680E+11 5.325320E+18 1.973426E+17 8.408400E+15 5.860400E+08
      0.000  1013.00000     288.200 2.545818E+19 6.777680E+11 5.325320E+18 1.973426E+17 8.408400E+15 5.860400E+08
