  0.000       78.290       78.310       78.350       78.410       78.490       78.590       78.700       78.840       78.990       79.160       79.350       79.560       79.780       80.030       80.260       80.530       80.830       81.140       81.470       81.810       82.170       82.550       82.940       83.350       83.780       84.210       84.670       85.110       85.580       86.090       86.590       87.110       87.630       88.170       88.720       89.290       89.860       90.450       91.050       91.650       92.270       92.900       93.540       94.180       94.830       95.490       96.160       96.830 
120.000 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 2.921897e-05 
119.000 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 1.892527e-04 
118.000 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 3.474942e-04 
117.000 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 5.039736e-04 
116.000 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 6.587200e-04 
115.000 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 8.117621e-04 
114.000 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 9.631279e-04 
113.000 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 1.112845e-03 
112.000 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 1.260940e-03 
111.000 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 1.407438e-03 
110.000 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 1.552367e-03 
109.000 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 1.695751e-03 
108.000 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 1.837614e-03 
107.000 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 1.977980e-03 
106.000 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 2.116874e-03 
105.000 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 2.254317e-03 
104.000 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 2.390334e-03 
103.000 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 2.524945e-03 
102.000 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 2.658173e-03 
101.000 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 2.790038e-03 
